event_type,repo,actor,created_at,text,in_reply_to
IssueCommentEvent,ollama/ollama,Vilchis-Joshua,2025-01-20T15:31:46Z,"Something else that I'm starting to see and don't understand.
When I pass in /dev/kfd and /dev/dri, they don't seem to be mapping to anything. Also when I try and pass in the render group, I get an error. 
```Error response from daemon: Unable to find group render: no matching entries in group file```

I can look and see that I for sure have the group on my host machine, but when executing into the image, I don't see an associated render group. Not sure if this could be a problem, but at least some more information. In the official ",
IssuesEvent,ollama/ollama,Vilchis-Joshua,2025-01-20T15:32:06Z,"ollama/ollama:rocm not detecting AMD GPU being passed in ### What is the issue?

# Overview
I've been trying to add ollama/openwebui to my home lab and I've run across an issue I cannot figure out. ROCM has finally been released last month for my linux distro and I've got it installed and can run (on gpu) ollama on my host machine. When I try to transition to docker however, I am unable to get it to work. I will provide what I have but please ask any clarifying questions.
## Components
Host: Debian 6.1.124-1
CPU: I7-12700K
GPU: Radeon 6900 XT

# Docker compose file
```
services:
  ollama:
    image: ollama/ollama:rocm
    container_name: ollama
    hostname: ollama
    privileged: true
    volumes:
      - ollama:/root/.ollama
    environment:
      HSA_OVERRIDE_GFX_VERSION: 10.3.0
      AMD_SERIALIZE_KERNEL: 3
      HIP_VISIBLE_DEVICES: 0
      OLLAMA_DEBUG: 1
      AMD_LOG_LEVEL: 3
    # ports:
    #   - :11434
    restart: unless-stopped
    networks:
      - npm
    devices:
      ",
IssueCommentEvent,langchain-ai/langchain,ccurme,2025-01-20T15:33:37Z,"@stefan-berkner-tilotech Let's also specify the `provider_page` key:
```
- name: tilores-langchain
  path: .
  repo: tilotech/tilores-langchain
  provider_page: tilores
  downloads: 0
```
Thanks!",
IssueCommentEvent,ollama/ollama,Dango233,2025-01-20T15:39:19Z,"https://github.com/ggerganov/llama.cpp/pull/11310
upstream llama.cpp support merged!",
IssuesEvent,ollama/ollama,fred-vaneijk,2025-01-20T15:52:12Z,"Hangs with 2x P40 GPUs when switch model ### What is the issue?

When running ollama in a docker container with 2 Nvidia P40 GPUs and open webui is used to switch the model (from Phi to lama3.2 or vice versa) the web ui hangs when issuing a new query.   In nvtop I notice a Compute process that is using 100% CPU (not GPU).  The only way to recover is to restart the docker container.  I suspect there is some infinite loop occurring during or prior to the model switch.  I also noticed that if OLLAMA_KEEP_ALIVE is set to a very short time like 10s the 100% cpu issue also manifests.  

Model switching works fine when configured with a single gpu i.e.  NVIDIA_VISIBLE_DEVICES=0  and count: 1.


here is the docker yaml config file

version: '3.8'
services:
  open-webui:
    image: ghcr.io/open-webui/open-webui:main
    container_name: open-webui
    restart: unless-stopped
    ports:
      - ""3000:8080""
    environment:
      - OLLAMA_API_BASE_URL=http://host.docker.internal:11434/api
      - ",
IssueCommentEvent,ollama/ollama,chgl,2025-01-20T15:55:53Z,"Seems like a known problem: https://github.com/ROCm/ROCm-docker/issues/90 with no obvious solution. Since this PR no longer changes the default `USER` but keeps it as root, it should keep working as before.

The runtime solution would be to use `--group-add 993` when using docker and `supplementalGroups: [993]` on Kubernetes, replacing `993` with the appropriate host-system render group id.",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-20T15:57:01Z,"docs:  fix broken Appearance of langchain_community/document_loaders/recursive_url_loader API Reference # PR mesesage
## Description
Fixed a broken Appearance of RecurisveUrlLoader API Reference.

### Before
<p align=""center"">
<img width=""750"" alt=""image"" src=""https://github.com/user-attachments/assets/f39df65d-b788-411d-88af-8bfa2607c00b"" />
<img width=""750"" alt=""image"" src=""https://github.com/user-attachments/assets/b8a92b70-4548-4b4a-965f-026faeebd0ec"" />
</p>

### After
<p align=""center"">
<img width=""750"" alt=""image"" src=""https://github.com/user-attachments/assets/8ea28146-de45-42e2-b346-3004ec4dfc55"" />
<img width=""750"" alt=""image"" src=""https://github.com/user-attachments/assets/914c6966-4055-45d3-baeb-2d97eab06fe7"" />
</p>

## Issue:
N/A
## Dependencies
None
## Twitter handle
N/A

# Add tests and docs
Not applicable; this change only affects documentation.

# Lint and test
Ran make format, make lint, and make test to ensure no issues.",
PullRequestEvent,langchain-ai/langchain,ccurme,2025-01-20T16:01:05Z,"community: fix some features on Naver ChatModel & embedding model 2 ## Description
- Responding to `NCP API Key` changes.
- To fix `ChatClovaX` `astream` function to raise `SSEError` when an error event occurs.
- To add `token length` and `ai_filter` to ChatClovaX's `response_metadata`.
- To update document for apply NCP API Key changes.

cc. @efriis @vbarda",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"zep_could memory error： TypeError: ZepCloudMemory() takes no arguments ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code
```
from langchain_community.memory.zep_cloud_memory import ZepCloudMemory

# Set up Zep Chat History
memory = ZepCloudMemory(
    session_id=session_id,
    api_key=zep_api_key,
    return_messages=True,
    memory_key=""chat_history"",
)
```
### Error Message and Stack Trace (if applicable)
```
TypeError: ZepCloudMemory() takes no arguments
```
### Description

I follow the [doc](https://python.langchain.ac.cn/v0.2/docs/integrations/memory/zep_memory_clou",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"ChatOllama won't use with_fallbacks when I use astream_events. ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

```py
import asyncio
from enum import Enum

from dotenv import load_dotenv
from langchain_core.output_parsers import PydanticToolsParser
from langchain_ollama import ChatOllama
from langchain_openai import ChatOpenAI
from pydantic.v1 import BaseModel, Field

load_dotenv()


class DateEnum(str, Enum):
    first_day = ""2024-10-10 10:00:00""
    second_day = ""2024-10-11 14:00:00""
    third_day = ""2024-10-12 14:00:00""


class SelectItem(BaseModel):
    """"""Confirm",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"LocalProtocolError: Illegal header value b'Bearer ' ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

```py
!pip install langchain_openai langchain-core langchain-mistralai -qU

from typing import Optional

from langchain_core.pydantic_v1 import BaseModel, Field


class Person(BaseModel):
    """"""Information about a person.""""""

    # ^ Doc-string for the entity Person.
    # This doc-string is sent to the LLM as the description of the schema Person,
    # and it can help to improve extraction results.

    # Note that:
    # 1. Each field is an `optional` -- this allows the model to ",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"FunctionMessage doesn't work with astream_events api ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

```python
import os
from typing import *

from langchain_anthropic import ChatAnthropic
from langchain_mongodb.chat_message_histories import MongoDBChatMessageHistory
from langchain.agents import create_tool_calling_agent
from langchain_core.prompts import MessagesPlaceholder
from langchain.memory import ConversationBufferWindowMemory
from langchain.agents import AgentExecutor
from langchain.tools import tool
from langchain_core.prompts import ChatPromptTemplate
from langchain.tools im",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"ModuleNotFoundError: No module named 'langchain_community' ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

#----part0导入所需要的类
import os
import requests
from PIL import Image
from transformers import BlipProcessor, BlipForConditionalGeneration
from langchain.tools import BaseTool
from langchain import OpenAI
from langchain.agents import initialize_agent,AgentType

#----part1  初始化图像字母生成
hf_model = ""Salesforce/blip-image-caption-large""
processor = BlipProcessor.from_pretrained(hf_model)
model = BlipForConditionalGeneration.from_pretrained(hf_model)

#--定义图像字母生成工具类
class ImageCapTool(Ba",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:10Z,"create_react_agent stream stopped on the very first AIMessage and doesn't provide the full answer ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

I have followed the instructions to create a react agent that can query sqlite database:

```
agent_executor = create_react_agent(chat_model, tools, messages_modifier=system_message)


for s in agent_executor.stream(
    {""messages"": [HumanMessage(content=""Which country's customers spent the most?"")]}
):
    print(s)
    print(""----"")
```


### Error Message and Stack Trace (if applicable)

_No response_

### Description

the stream stopped ",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:11Z,"How to add memory to SQLDatabaseChain? ### Issue you'd like to raise.

I want to create a chain to make query against my database. Also I want to add memory to this chain.

Example of dialogue I want to see:

Query: Who is an owner of website with domain domain.com? 
Answer: Boba Bobovich 
Query: Tell me his email Answer: 
Boba Bobovich's email is boba@boba.com

I have this code:

```
import os
from langchain import OpenAI, SQLDatabase, SQLDatabaseChain, PromptTemplate
from langchain.memory import ConversationBufferMemory

memory = ConversationBufferMemory()
db = SQLDatabase.from_uri(os.getenv(""DB_URI""))
llm = OpenAI(temperature=0, verbose=True)
db_chain = SQLDatabaseChain.from_llm(llm, db, verbose=True, memory=memory)

db_chain.run(""Who is owner of the website with domain https://damon.name"")
db_chain.run(""Tell me his email"")
print(memory.load_memory_variables({}))
```

It gives:


```
> Entering new  chain...
Who is owner of the website with domain http",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:11Z,"Strict mode not compatible with Azure OpenAI GPT-4o 2024-05-13 function calling when binding to pydantic model ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

prompt_template = ChatPromptTemplate.from_messages(
            [
                (""system"", SYSTEM_PROMPT),
                (""human"", ANERKANNT_PROMPT)
            ]
        )

        class GerichtlicheAnerkennung(BaseModel):
            betriebskosten_posten: list = Field(description=""Bezeichnung der BKA Position als Liste in derselben Reihenfolge wie die anderen Attribute."")
            gerichtlich_anerkannt: list = Field(descr",
IssuesEvent,langchain-ai/langchain,dosubot[bot],2025-01-20T16:01:11Z,"Prevent Infinite Tool Call Loop in Customer Support Agent (LangGraph) ### Checked other resources

- [X] I added a very descriptive title to this issue.
- [X] I searched the LangChain documentation with the integrated search.
- [X] I used the GitHub search to find a similar question and didn't find it.
- [X] I am sure that this is a bug in LangChain rather than my code.
- [X] The bug is not resolved by updating to the latest stable version of LangChain (or the specific integration package).

### Example Code

[customer_support_llama3.zip](https://github.com/user-attachments/files/16862758/customer_support_llama3.zip)


### Error Message and Stack Trace (if applicable)

_No response_

### Description

The customer support agent implemented using LangGraph encounters an issue where it enters an infinite loop when calling tools for information retrieval, such as flight status. The agent repeatedly calls the same tool without processing the output or providing a response to the user. This",
